Kommune;Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Listestemmer;884
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Mette With Hagensen, Varde;53
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Simon Sharif Chowdhury, Odense;47
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Jette Damsø Henriksen, Sønderborg;4
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Andi Sejersen, Vejle;8
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Sonja Randrup, Fredericia;6
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Mikael Hansen, Svendborg;8
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Anne Fabricius, Odense;234
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Kim Johansen, Nordfyn;12
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Elin Søndergaard, Ringe;11
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Poul Erik Jensen, Kolding;5
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Kim Eskesen, Esbjerg;1
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Tanja Vestergaard Skøtt, Vejen;6
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Halil Özsari, Odense;19
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Karsten Meyer Olesen, Aabenraa;7
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Alina Racila, Tønder;0
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Hans Stavnsager, Faaborg;33
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Jens William Grav, Fredericia;7
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Ulla Koman, Esbjerg;3
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Maria Glinvad Damgaard, Haderslev;4
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Ivan Damsted, Assens;1
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Karina Vestergaard, Billund;11
Odense;1. Skt. Jørgens Hallen;A;Socialdemokratiet;Jasmin Bjelosevic, Vejle;1
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Listestemmer;333
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Morten Lorenzen, Assens;22
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Melissa Gilroy, Fanø;21
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Emilie Haaning, Nyborg;5
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Lærke Lysdal, Odense;87
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Zeb Meier Watz, Odense C;14
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Finn Hartvig Nielsen, Næsbyhoved Broby;16
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Hanne Ringgaard Møller, Svendborg;8
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Anna Mette Skov Borring, Årslev;6
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Claus Bjørn Madsen, Vejle;4
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Agnete Fog, Tranekær;4
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Lars E. Boesen, Middelfart;1
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Stefan Göttler, Svendborg;0
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Knud Nørregaard, Kolding;3
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Kim Lei-Jensen, Odense;28
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Benedicte Wilson, Odense;26
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Teddy Stafsen, Svendborg;0
Odense;1. Skt. Jørgens Hallen;B;Radikale Venstre;Kenny Holm, Sjølund;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Listestemmer;304
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Joachim Hoffmann, Odense;163
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;May-Britt Andrea Andersen, Esbjerg;8
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Roya Moore, Odense;79
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Knud Erik Langhoff, Kolding;5
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Kirsten Hassing, Fredericia;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Michael Nielsen, Kerteminde;16
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Alexander Bork, Aabenraa;1
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Rasmus Sandvej, Kolding;4
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Anders Johansson, Svendborg;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Gunver Birgitte Nielsen, Haderslev;4
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Morten Weiss-Pedersen, Middelfart;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Marianne Quorp Kjærgaard, Aabenraa;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Henrik Sandholm, Vejle;0
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Betina Wettengel, Kolding;7
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Joacchim Brahtz, Faaborg;4
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Tonny Stenkilde, Vissenbjerg;1
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Carsten Jäger, Otterup;3
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Carl Jørgen Heide, Ærø;4
Odense;1. Skt. Jørgens Hallen;C;Det Konservative Folkeparti;Preben Steen, Vejle;1
Odense;1. Skt. Jørgens Hallen;E;Borgerlig Fornuft;Listestemmer;4
Odense;1. Skt. Jørgens Hallen;E;Borgerlig Fornuft;Sabrina Bech Bartholin, Esbjerg;2
Odense;1. Skt. Jørgens Hallen;E;Borgerlig Fornuft;Morten Møller, Esbjerg;0
Odense;1. Skt. Jørgens Hallen;E;Borgerlig Fornuft;Maiken Huglstad Pedersen, Esbjerg;0
