Kommune;Afstemningsområde;Bogstavbetegnelse;Listenavn;Navn;Stemmetal
Billund;1. Billund;A;Socialdemokratiet;Listestemmer;355
Billund;1. Billund;A;Socialdemokratiet;Mette With Hagensen, Varde;74
Billund;1. Billund;A;Socialdemokratiet;Simon Sharif Chowdhury, Odense;2
Billund;1. Billund;A;Socialdemokratiet;Jette Damsø Henriksen, Sønderborg;0
Billund;1. Billund;A;Socialdemokratiet;Andi Sejersen, Vejle;24
Billund;1. Billund;A;Socialdemokratiet;Sonja Randrup, Fredericia;4
Billund;1. Billund;A;Socialdemokratiet;Mikael Hansen, Svendborg;2
Billund;1. Billund;A;Socialdemokratiet;Anne Fabricius, Odense;3
Billund;1. Billund;A;Socialdemokratiet;Kim Johansen, Nordfyn;2
Billund;1. Billund;A;Socialdemokratiet;Elin Søndergaard, Ringe;1
Billund;1. Billund;A;Socialdemokratiet;Poul Erik Jensen, Kolding;2
Billund;1. Billund;A;Socialdemokratiet;Kim Eskesen, Esbjerg;2
Billund;1. Billund;A;Socialdemokratiet;Tanja Vestergaard Skøtt, Vejen;6
Billund;1. Billund;A;Socialdemokratiet;Halil Özsari, Odense;2
Billund;1. Billund;A;Socialdemokratiet;Karsten Meyer Olesen, Aabenraa;5
Billund;1. Billund;A;Socialdemokratiet;Alina Racila, Tønder;1
Billund;1. Billund;A;Socialdemokratiet;Hans Stavnsager, Faaborg;6
Billund;1. Billund;A;Socialdemokratiet;Jens William Grav, Fredericia;2
Billund;1. Billund;A;Socialdemokratiet;Ulla Koman, Esbjerg;2
Billund;1. Billund;A;Socialdemokratiet;Maria Glinvad Damgaard, Haderslev;1
Billund;1. Billund;A;Socialdemokratiet;Ivan Damsted, Assens;0
Billund;1. Billund;A;Socialdemokratiet;Karina Vestergaard, Billund;411
Billund;1. Billund;A;Socialdemokratiet;Jasmin Bjelosevic, Vejle;5
Billund;1. Billund;B;Radikale Venstre;Listestemmer;45
Billund;1. Billund;B;Radikale Venstre;Morten Lorenzen, Assens;4
Billund;1. Billund;B;Radikale Venstre;Melissa Gilroy, Fanø;7
Billund;1. Billund;B;Radikale Venstre;Emilie Haaning, Nyborg;0
Billund;1. Billund;B;Radikale Venstre;Lærke Lysdal, Odense;2
Billund;1. Billund;B;Radikale Venstre;Zeb Meier Watz, Odense C;0
Billund;1. Billund;B;Radikale Venstre;Finn Hartvig Nielsen, Næsbyhoved Broby;3
Billund;1. Billund;B;Radikale Venstre;Hanne Ringgaard Møller, Svendborg;1
Billund;1. Billund;B;Radikale Venstre;Anna Mette Skov Borring, Årslev;0
Billund;1. Billund;B;Radikale Venstre;Claus Bjørn Madsen, Vejle;5
Billund;1. Billund;B;Radikale Venstre;Agnete Fog, Tranekær;1
Billund;1. Billund;B;Radikale Venstre;Lars E. Boesen, Middelfart;0
Billund;1. Billund;B;Radikale Venstre;Stefan Göttler, Svendborg;0
Billund;1. Billund;B;Radikale Venstre;Knud Nørregaard, Kolding;1
Billund;1. Billund;B;Radikale Venstre;Kim Lei-Jensen, Odense;0
Billund;1. Billund;B;Radikale Venstre;Benedicte Wilson, Odense;0
Billund;1. Billund;B;Radikale Venstre;Teddy Stafsen, Svendborg;0
Billund;1. Billund;B;Radikale Venstre;Kenny Holm, Sjølund;1
Billund;1. Billund;C;Det Konservative Folkeparti;Listestemmer;66
Billund;1. Billund;C;Det Konservative Folkeparti;Joachim Hoffmann, Odense;12
Billund;1. Billund;C;Det Konservative Folkeparti;May-Britt Andrea Andersen, Esbjerg;4
Billund;1. Billund;C;Det Konservative Folkeparti;Roya Moore, Odense;2
Billund;1. Billund;C;Det Konservative Folkeparti;Knud Erik Langhoff, Kolding;4
Billund;1. Billund;C;Det Konservative Folkeparti;Kirsten Hassing, Fredericia;3
Billund;1. Billund;C;Det Konservative Folkeparti;Michael Nielsen, Kerteminde;1
Billund;1. Billund;C;Det Konservative Folkeparti;Alexander Bork, Aabenraa;0
Billund;1. Billund;C;Det Konservative Folkeparti;Rasmus Sandvej, Kolding;2
Billund;1. Billund;C;Det Konservative Folkeparti;Anders Johansson, Svendborg;0
